email,domain,country,fit_score,vertical_match,has_flipbook_competitor,final_url
info@s-cci.or.jp,s-cci.or.jp,JP,7,property,0,https://www.s-cci.or.jp/
info@thebridestree.com.au,thebridestree.com.au,AU,8,property,1,https://www.thebridestree.com.au/
event-yoyaku@gaia.eonet.ne.jp,sango-bunka-nara.jp,JP,5,,0,https://www.sango-bunka-nara.jp/
xxxxx@shironeco.com,shironeco.jp,JP,4,property,0,https://shironeco.jp
info@taigumphysio.com.au,taigumphysio.com.au,AU,2,,0,https://www.taigumphysio.com.au/
contact@shikoku-fukusou.co.jp,shikoku-fukusou.co.jp,JP,4,property,0,https://shikoku-fukusou.co.jp
info@shiroishicci.or.jp,bimitan.jp,JP,4,property,0,https://bimitan.jp
sample@with-kumamoto.com,with-kumamoto.jp,JP,4,property,0,https://with-kumamoto.jp
info@aegis.com.hk,aegis.com.hk,HK,4,property,0,https://aegis.com.hk
smiley@solarcreation.com,aegis.com.hk,HK,4,property,0,https://aegis.com.hk
info@hibimegane.com,hibimegane.com,JP,4,property,0,https://hibimegane.com
info@troa.jp,hibimegane.com,JP,4,property,0,https://hibimegane.com
matthew@benedict.com.au,bowralwastecentre.com.au,AU,7,property,0,https://www.bowralwastecentre.com.au/
sales@bowralwaste.com.au,bowralwastecentre.com.au,AU,7,property,0,https://www.bowralwastecentre.com.au/
info@510.co.jp,510.co.jp,JP,4,restaurant,0,https://510.co.jp
shotaamano.com@gmail.com,shotaamano.com,JP,4,property,0,https://shotaamano.com
reception@bluefinfishingclub.com.au,bluefinfishingclub.com.au,AU,7,property,0,https://bluefinfishingclub.com.au
teransautotraders@gmail.com,teransautotraders.co.nz,NZ,4,car dealer,0,https://teransautotraders.co.nz
mail@kotsusha.jp,kotsusha.co.jp,JP,7,property,0,https://kotsusha.co.jp
info@scene-a.com,aruke.org,JP,7,property,0,https://aruke.org
info@kayanpig.com,kayanpig.com,HK,4,property,0,https://kayanpig.com
support@jerkspincasino.com,jerkspincasino.com,AU,4,property,0,https://jerkspincasino.com
admin@bellavita.co.nz,bellavita.co.nz,NZ,4,gallery,0,https://www.bellavita.co.nz/
eikoumaru.iwagaki@gmail.com,eikoumaru-shimane.com,JP,4,property,0,https://eikoumaru-shimane.com
noushin@city.yatsushiro.lg.jp,igusa-tatami.jp,JP,2,,0,https://igusa-tatami.jp
info@raffine-wig.com,raffine-wig.com,JP,4,property,0,https://raffine-wig.com
reiko@napuaokahoku.com,napuaokahoku.com,JP,4,property,0,https://napuaokahoku.com
outama@arion.ocn.ne.jp,ootama-shakyo.jp,JP,7,gallery,0,https://ootama-shakyo.jp
idealimpress84@gmail.com,mylorrysewa.com.my,MY,4,property,0,https://mylorrysewa.com.my
sample@sokosumo.com,sokosumo.jp,JP,4,property,0,https://sokosumo.jp
info@taberu-cookery.jp,taberu-cookery.jp,JP,4,property,0,https://taberu-cookery.jp
mrwoodvarnish@gmail.com,mrwoodvarnish.com,SG,4,property,0,https://mrwoodvarnish.com
info@ourauto.com.au,ourautoscantool.com.au,AU,4,publisher,0,https://www.ourautoscantool.com.au/
info@sapporo-ikuseikai.or.jp,sapporo-ikuseikai.or.jp,JP,4,property,0,https://www.sapporo-ikuseikai.or.jp/
9w2abc@jasra.org.my,jasra.org.my,MY,4,gallery,0,https://www.jasra.org.my/
info@rc-kachigawa.com,rc-kachigawa.com,JP,4,property,0,https://www.rc-kachigawa.com/
premier_toyama@yahoo.co.jp,le-premier.jp,JP,4,restaurant,0,https://le-premier.jp
enquiry@yomeishu.sg,yomeishu.sg,SG,4,gallery,0,https://www.yomeishu.sg/
leo@cmcsolutions.com.my,cmcsolutions.com.my,MY,4,property,0,https://cmcsolutions.com.my
office@ashburtonclub.co.nz,ashburtonclub.co.nz,NZ,4,property,0,https://ashburtonclub.co.nz
enquiries@brewvino.com.au,brewvino.com.au,AU,7,property,0,https://brewvino.com.au
manager@brewvino.com.au,brewvino.com.au,AU,7,property,0,https://brewvino.com.au
info@unbesito2.com,unbesito.jp,JP,4,gallery,0,https://www.unbesito.jp/
info@itsukaichiclub.com,tokyoitsukaichi.com,JP,4,property,0,https://tokyoitsukaichi.com
tokyoitsukaichi@gmail.com,tokyoitsukaichi.com,JP,4,property,0,https://tokyoitsukaichi.com
info@vegafilms.co.nz,vegafilms.co.nz,NZ,4,property,0,https://vegafilms.co.nz
k.masamitsu.19850117@gmail.com,kesennuma-kinmokusei.jp,JP,2,property,0,https://kesennuma-kinmokusei.jp
admin@miramarvet.com.au,miramarvet.com.au,AU,4,property,0,https://miramarvet.com.au
tsai1970523@yahoo.com.tw,endoscopy-hernia.com,TW,4,property,0,http://www.endoscopy-hernia.com/
sample@nanahako.jp,nanahako.jp,JP,4,property,0,https://nanahako.jp
info@tennis-ttc.or.jp,tennis-ttc-kashiwa-open.jp,JP,4,gallery,0,https://tennis-ttc-kashiwa-open.jp
colorstudiohk@gmail.com,colorstudio.com.hk,HK,4,property,0,https://www.colorstudio.com.hk
naois@ruby.ocn.ne.jp,itohara.co.jp,JP,4,gallery,0,https://itohara.co.jp
reception@bfd.co.nz,bfd.co.nz,NZ,2,,0,https://bfd.co.nz
info@hakodateume.com,hakodateume.com,JP,4,property,0,https://hakodateume.com
hutthospo@gmail.com,quinnspost.co.nz,NZ,4,restaurant,0,https://quinnspost.co.nz
vf555vip@gmail.com,vf2026.my,MY,4,property,0,https://vf2026.my
mail@kiraris-pilates.com,kiraris-pilates.com,JP,4,property,0,https://kiraris-pilates.com
info@kome.co.jp,kome.co.jp,JP,7,property,0,https://kome.co.jp
aster-fujita.k@i.softbank.jp,aster-okayama.com,JP,4,school,0,https://aster-okayama.com
reception@redbankmedical.com.au,redbankmedical.com.au,AU,4,property,0,https://redbankmedical.com.au
info@kyokuto-boueki.com,kyokuto-boueki.com,JP,4,property,0,https://kyokuto-boueki.com
info@nakamura-iin.or.jp,nakamura-iin.or.jp,JP,4,property,0,https://www.nakamura-iin.or.jp/
info-sakael@east-inc.jp,sakael-marche.com,JP,2,property,0,https://www.sakael-marche.com/
sanappa41110@gmail.com,sanappa.com,JP,4,property,0,https://sanappa.com
