email,domain,country,fit_score,vertical_match,has_flipbook_competitor,final_url
info.colectivo@meaningroup.com,meaningroup.com,,4,property,0,https://meaningroup.com
info.saps@meaningroup.com,meaningroup.com,,4,property,0,https://meaningroup.com
info@meaningg1.sg-host.com,meaningroup.com,,4,property,0,https://meaningroup.com
heather@down2earthpottery.com,potteryflaglerbeach.com,,7,gallery,0,https://potteryflaglerbeach.com
info@grupoplatinum.com,grupoplatinum.com,,4,publisher,0,https://grupoplatinum.com
ventas@pluscompu.com,pluscompu.com,,4,property,0,https://pluscompu.com
info@jungleplayfiestasinfantiles.com,jungleplayfiestasinfantiles.com,,4,gallery,0,https://jungleplayfiestasinfantiles.com
info@pingpurahotel.com,pingpura.com,,4,hotel,0,https://pingpura.com
info@redistrictingpartners.com,redistrictingpartners.com,,4,gallery,0,https://redistrictingpartners.com
info.usg@usg.company,usg.company,,5,,0,https://usg.company
klachten.usg@usg.company,usg.company,,5,,0,https://usg.company
senortequilawinder@gmail.com,senortequilagrillandbar.com,,7,restaurant,0,https://senortequilagrillandbar.com
shizuoka@suzuki.ac.jp,suzugaku.com,,4,gallery,0,https://suzugaku.com
info@pnsteknik.com,pnsteknik.com,,2,,0,https://pnsteknik.com
contact@siirarsivi.net,siirarsivi.net,,4,property,0,https://siirarsivi.net
info@mint-designs.com,mint-designs.com,,2,property,0,https://mint-designs.com
info@efrenmartinezortiz.com,efrenmartinezortiz.com,,4,gallery,0,https://efrenmartinezortiz.com
apilo@ofilipas.es,apilo.cat,,5,,0,https://www.apilo.cat/
apilo@ofipilas.es,apilo.cat,,5,,0,https://www.apilo.cat/
info@ofipilas.es,apilo.cat,,5,,0,https://www.apilo.cat/
gerencia.siqueffnte@gmail.com,siqueffrestaurant.com,,7,restaurant,0,https://siqueffrestaurant.com
gerente.siqueffcentro@gmail.com,siqueffrestaurant.com,,7,restaurant,0,https://siqueffrestaurant.com
info@social-design-net.com,social-design-net.com,,4,gallery,0,https://social-design-net.com
info@albiladpipes.com,albiladpipes.com,,2,,0,https://www.albiladpipes.com/
19929@tga.gov.sa,albiladpipes.com,,2,,0,https://www.albiladpipes.com/
info@akumaalcorcon.com,akumaalcorcon.com,,4,property,0,https://www.akumaalcorcon.com/
reservas@viajesgandia.com,viajesgandia.com,,4,hotel,0,https://viajesgandia.com
center@npobunka.net,npobunka.net,,4,school,0,https://npobunka.net
info@sowa-material.com,sowa-material.com,,2,,0,https://sowa-material.com
anayagroup22@gmail.com,anayamassagespa.com,,2,,0,https://www.anayamassagespa.com
20reservation@desahotel.com,delegancehotels.com,,4,hotel,0,https://www.delegancehotels.com/
marketing@desahotel.com,delegancehotels.com,,4,hotel,0,https://www.delegancehotels.com/
reservation@desahotel.com,delegancehotels.com,,4,hotel,0,https://www.delegancehotels.com/
office@atalacia.com,atalacia.com,,2,,0,https://www.atalacia.com/
info@claimlaw.es,skynetlegal.com,,5,,0,https://skynetlegal.com
post@infag.de,franziskanisch.net,,8,gallery,1,https://www.franziskanisch.net/
ventas@casacomperu.com,casacomperu.com,,2,,0,https://www.casacomperu.com/
casacomperu@gmail.com,casacomperu.com,,2,,0,https://www.casacomperu.com/
info@encotherm.com,encotherm.com,,4,gallery,0,https://www.encotherm.com/
tom.grossmann@uni-goettingen.de,grossmannlab.com,,7,university,0,https://www.grossmannlab.com/
info@diabetesthyroid.clinic,diabetesthyroid.clinic,,4,property,0,https://www.diabetesthyroid.clinic/
info@diabetesthyroid.com,diabetesthyroid.clinic,,4,property,0,https://www.diabetesthyroid.clinic/
customerservice@gospeladvocate.com,gospeladvocate.com,,4,school,0,https://www.gospeladvocate.com/
info@cpcappadocia.com,crowneplazacappadocia.com,,7,hotel,0,https://www.crowneplazacappadocia.com/
ventas@fumicorp.com,fumicorp.com,,7,gallery,0,https://www.fumicorp.com/
yourname@sample.com,fumiaso-aa.com,,4,publisher,0,https://fumiaso-aa.com
info@moneyquickpawnshop.com,mqguns.com,,4,gallery,0,https://www.mqguns.com/
ischedule@innovapaincenter.com,innovapaincenter.com,,4,gallery,0,https://www.innovapaincenter.com/
info.prowebsitestudio@gmail.com,kingdimsum.com,,4,restaurant,0,https://www.kingdimsum.com
kidsfitbursa@gmail.com,kidsfitbursa.com,,7,school,0,https://www.kidsfitbursa.com/
reservations@silom-serene.com,silom-serene.com,,4,hotel,0,https://www.silom-serene.com/
info@o-design2011.com,o-design2011.com,,4,property,0,https://www.o-design2011.com/
info-e@gdm-japan.net,gdm-japan.net,,5,,0,https://www.gdm-japan.net/
info-w@gdm-japan.net,gdm-japan.net,,5,,0,https://www.gdm-japan.net/
secretgardenmijas@gmail.com,secretgardenaromamijas.com,,4,cafe,0,https://www.secretgardenaromamijas.com/
info@obradordemoviments.com,obradordemoviments.com,,4,magazine,0,https://www.obradordemoviments.com/
info@suncoastscience.org,suncoastscience.org,,8,school,1,https://www.suncoastscience.org/
info@seminaricasacultura.cat,seminaricasacultura.cat,,7,gallery,0,https://www.seminaricasacultura.cat/
info@mainichi-ikueikai.com,mainichi-ikueikai.com,,5,,0,https://www.mainichi-ikueikai.com/
ikueikai@mainichi.co.jp,mainichi-ikueikai.com,,5,,0,https://www.mainichi-ikueikai.com/
info@tkmakademi.com,tkmakademi.com,,4,gallery,0,https://tkmakademi.com
ventas1@valsertech.com,valsertech.com,,4,gallery,0,https://www.valsertech.com/
ventas@valsertech.com,valsertech.com,,4,gallery,0,https://www.valsertech.com/
site@orderofbooks.com,orderofbooks.com,,4,property,0,https://www.orderofbooks.com/
info@sehubi.com,sehubi.com,,4,property,0,https://sehubi.com
antoniodiazprofe@gmail.com,antoniodiazprofe.com,,4,gallery,0,https://antoniodiazprofe.com
