email,domain,country,fit_score,vertical_match,has_flipbook_competitor,final_url
info@tunedscience.uk,tunedscience.com,,4,gallery,0,https://tunedscience.com
magp.keiba@gmail.com,mag-p.com,,4,property,0,https://mag-p.com
info@naviplastic.com,naviplastic.com,,4,gallery,0,https://naviplastic.com
iyasimori@gmail.com,makiko-hirohashi.com,,4,gallery,0,https://makiko-hirohashi.com
info@meditaenalbacete.org,meditaenalbacete.org,,4,property,0,https://meditaenalbacete.org
info@raytonjamaica.com,raytonjamaica.com,,4,gallery,0,https://raytonjamaica.com
info@pmsialaska.com,pmsialaska.com,,5,property,0,https://pmsialaska.com
info@megaplanos.com,megaplanos.com,,4,property,0,https://megaplanos.com
elcurwen10@gmail.com,megaplanos.com,,4,property,0,https://megaplanos.com
info@red-dragon-airconditioning.com,red-dragon-airconditioning.com,,4,publisher,0,https://red-dragon-airconditioning.com
info@plugindunyasi.com,plugindunyasi.com,,4,property,0,https://plugindunyasi.com
info@rrescort.com,rrescort.com,,2,property,0,https://rrescort.com
info@unknown.kyoto,unknown.kyoto,,4,gallery,0,https://unknown.kyoto
abc@moshi.com,sagatsuku.com,,4,property,0,https://sagatsuku.com
gerencia@vivantiresort.com,vivantiresort.com,,4,gallery,0,https://vivantiresort.com
info@bti360.com,bti360.com,,4,publisher,0,https://www.bti360.com/
info@cantabriadiario.com,cantabriadiario.com,,4,property,0,https://www.cantabriadiario.com/
noticias@cantabriadiario.com,cantabriadiario.com,,4,property,0,https://www.cantabriadiario.com/
info@estorrelavega.com,cantabriadiario.com,,4,property,0,https://www.cantabriadiario.com/
publicidad@estorrelavega.com,cantabriadiario.com,,4,property,0,https://www.cantabriadiario.com/
secre@coleteatre.com,coledeteatredebarcelona.com,,4,gallery,0,https://www.coledeteatredebarcelona.com/
info@dive-exuma.com,dive-exuma.com,,2,,0,https://www.dive-exuma.com/
informacion@farmaciamagistral.com,farmaciamagistral.com,,2,,0,https://www.farmaciamagistral.com/
webinfo@orisaku.com,orisaku.com,,4,gallery,0,https://www.orisaku.com/
creator-project@jpic.co.jp,mint-mangaproject.com,,4,property,0,https://www.mint-mangaproject.com/
info@zensationsspa.com,zensationsspa.com,,4,gallery,0,https://www.zensationsspa.com/
bluehorizonmp2020@gmail.com,blueharizon.com,,4,gallery,0,https://blueharizon.com
benavidezsportsgym@gmail.com,benavidezsports.com,,4,gallery,0,https://benavidezsports.com
kiyomi.igarashi1125@gmail.com,zoss-school.com,,4,school,0,https://www.zoss-school.com/
info@aksumedikal.com,aksumedikal.com,,7,gallery,0,https://aksumedikal.com
info@aksumedikal.net,aksumedikal.com,,7,gallery,0,https://aksumedikal.com
info@fine-stage.net,fine-stage.net,,5,,0,http://fine-stage.net
info@alcances.org,alcances.org,,5,,0,https://alcances.org
paco.ruiz@alcances.org,alcances.org,,5,,0,https://alcances.org
prensa@alcances.org,alcances.org,,5,,0,https://alcances.org
produccion@alcances.org,alcances.org,,5,,0,https://alcances.org
catherine@eaglesembrace.com,eaglesembrace.com,,4,property,0,https://eaglesembrace.com
ventas@yvdpharma.com,yvdpharma.com,,4,gallery,0,https://yvdpharma.com
info@barber-salon.style,barber-salon.style,,4,property,0,https://barber-salon.style
ventas@codigolaser.com,codigolaser.com,,2,,0,https://codigolaser.com
codigolaser@outlook.com,codigolaser.com,,2,,0,https://codigolaser.com
jorgegrafico@outlook.com,codigolaser.com,,2,,0,https://codigolaser.com
