email,domain,country,fit_score,vertical_match,has_flipbook_competitor,final_url
info@stehovanikomplet.cz,stehovanikomplet.cz,CZ,2,,0,https://stehovanikomplet.cz
atenakoszalin@wp.pl,atenakoszalin.pl,PL,4,property,0,https://atenakoszalin.pl
locabarres62@gmail.com,locabarres.com,FR,2,gallery,0,https://locabarres.com
locabarres@gmail.com,locabarres.com,FR,2,gallery,0,https://locabarres.com
locabarresbruay@gmail.com,locabarres.com,FR,2,gallery,0,https://locabarres.com
info@cafe-melt.de,cafe-melt.de,DE,4,cafe,0,https://cafe-melt.de
contact@domaineduhautpuiset.com,domaineduhautpuiset.com,FR,4,property,0,https://domaineduhautpuiset.com
office@k-nara.at,k-nara.at,AT,4,property,0,https://k-nara.at
commune.louisfert@wanadoo.fr,louisfert.fr,FR,4,property,0,https://www.louisfert.fr/
info@rokkerin.com,rokkerin.com,SI,4,property,0,https://rokkerin.com
tmachinis@yahoo.com,machinis.gr,GR,4,university,0,https://machinis.gr
info@famletic.de,famletic.de,DE,4,property,0,https://famletic.de
info@blickfang-oer.de,blickfang-marpe.de,DE,4,property,0,https://www.blickfang-marpe.de/
info@blickfang-re.de,blickfang-marpe.de,DE,4,property,0,https://www.blickfang-marpe.de/
info@optikblickfang-essen.de,blickfang-marpe.de,DE,4,property,0,https://www.blickfang-marpe.de/
contact@nougat-fouque.com,nougat-fouque.com,FR,4,property,0,https://www.nougat-fouque.com/
u00a0contact@nougat-fouque.com,nougat-fouque.com,FR,4,property,0,https://www.nougat-fouque.com/
info@friedrich-apotheke-fuerth.de,friedrich-apotheke-fuerth.de,DE,7,property,0,https://www.friedrich-apotheke-fuerth.de/
salvus@salvus.home.pl,salvus.pl,PL,4,property,0,https://salvus.pl
recepten@apotheekrosmalen.nl,apotheekrosmalen.nl,NL,4,property,0,https://www.apotheekrosmalen.nl/
contact@universkids.fr,universkids.fr,FR,4,property,0,https://universkids.fr
info@roehrig-granit.de,roehrig-granit.de,DE,2,,0,https://www.roehrig-granit.de/
spa@relaxotel-restaurant-spa.fr,relaxotel-restaurant-spa.fr,FR,4,hotel,0,https://www.relaxotel-restaurant-spa.fr/
info@parkskischool.sk,parkskischool.sk,SK,4,school,0,https://parkskischool.sk
foxycamp@tutamail.com,foxycamp.com,FR,4,property,0,https://www.foxycamp.com/
relax@spa-alhambra.nl,spa-alhambra.nl,NL,4,property,0,https://www.spa-alhambra.nl/
arredoufficiolbm@gmail.com,arredoufficiolbm.net,IT,4,property,0,https://www.arredoufficiolbm.net/
office@prietenii-tai.ro,prietenii-tai.ro,RO,4,gallery,0,https://www.prietenii-tai.ro/
info@rockfit.org.uk,rockfit.org.uk,GB,4,property,0,https://rockfit.org.uk
support@rockfit.org.uk,rockfit.org.uk,GB,4,property,0,https://rockfit.org.uk
resa@la-maison-valthorens.fr,la-maison-valthorens.fr,FR,4,restaurant,0,https://la-maison-valthorens.fr
hello@thebridalbuzz.co.uk,thebridalbuzz.co.uk,GB,4,property,0,https://thebridalbuzz.co.uk
praxis@proktologie-am-dom.de,proktologie-am-dom.de,DE,4,property,0,https://www.proktologie-am-dom.de/
nadmorskie.montessori@gmail.com,nadmorskieprzedszkole.pl,PL,4,museum,0,https://nadmorskieprzedszkole.pl
hanka.trakalova@gmail.com,nohamanazemi.cz,CZ,4,property,0,https://www.nohamanazemi.cz/
rajskizalogaj@gmail.com,rajskizalogaj.rs,RS,4,property,0,https://rajskizalogaj.rs
hbs@harleybikershop.de,hbs-customs.de,DE,4,property,0,https://hbs-customs.de
info@seglerheim-wilhelmshaven.de,seglerheim-wilhelmshaven.de,DE,7,restaurant,0,https://www.seglerheim-wilhelmshaven.de/
contact@boucheriefagoo.fr,boucheriefagoo.fr,FR,4,gallery,0,https://boucheriefagoo.fr
