email,domain,country,fit_score,vertical_match,has_flipbook_competitor,final_url
contact@calibreexteriorcleaning.com.au,calibreexteriorcleaning.com.au,AU,4,property,0,https://calibreexteriorcleaning.com.au
enquiries@mechanic2go.com.au,perthcarinspections.com.au,AU,2,,0,https://perthcarinspections.com.au
wickedrogaines@gmail.com,wickedrogaines.nz,NZ,7,gallery,0,https://wickedrogaines.nz
info@firecreek.com.au,firescreek.com.au,AU,4,property,0,https://firescreek.com.au
globalgreen08@gmail.com,globalgreen.my,MY,2,,0,https://globalgreen.my
info@diagonal.jp,diagonal.jp,JP,4,property,0,https://diagonal.jp
practicemanager@broomemedical.com.au,broomemedical.com.au,AU,4,property,0,https://www.broomemedical.com.au/
contact@boarddirection.com.au,boarddirection.com.au,AU,4,property,0,https://boarddirection.com.au
info@theatresafe.com.au,theatresafe.com.au,AU,4,property,0,https://theatresafe.com.au
admin@wanakamedical.co.nz,wanakamedical.co.nz,NZ,4,property,0,https://wanakamedical.co.nz
tips@braddavidson.com.au,braddavidson.com.au,AU,4,property,0,https://braddavidson.com.au
info@sagebeauty.com.au,sagebeauty.com.au,AU,4,property,0,https://sagebeauty.com.au
allison@liveandbreatheyoga.com.au,liveandbreatheyoga.com.au,AU,4,property,0,https://www.liveandbreatheyoga.com.au/
admin@shengdao.org.sg,shengdao.org.sg,SG,4,hotel,0,https://shengdao.org.sg
train@johndonehue.com,johndonehuemma.com.au,AU,4,property,0,https://johndonehuemma.com.au
kazirafeq@gmail.com,thailannamassage.co.nz,NZ,4,gallery,0,https://www.thailannamassage.co.nz/
office@melbpc.org.au,melbpc.org.au,AU,4,property,0,https://www.melbpc.org.au/
webdevgrp@melbpc.org.au,melbpc.org.au,AU,4,property,0,https://www.melbpc.org.au/
info@natureland.com.sg,natureland.com.sg,SG,4,property,0,https://www.natureland.com.sg/
export@petworld.com.my,prodiet.com.my,MY,2,,0,https://www.prodiet.com.my/
gigs@rosemounthotel.com.au,rosemounthotel.com.au,AU,4,hotel,0,https://rosemounthotel.com.au
examcentre@mindrich.edu.my,mindrich.edu.my,MY,4,school,0,https://www.mindrich.edu.my/
info@toastmasters.org.hk,toastmasters.org.hk,HK,4,gallery,0,https://www.toastmasters.org.hk/
president@toastmasters.org.hk,toastmasters.org.hk,HK,4,gallery,0,https://www.toastmasters.org.hk/
vpe@toastmasters.org.hk,toastmasters.org.hk,HK,4,gallery,0,https://www.toastmasters.org.hk/
vpm@toastmasters.org.hk,toastmasters.org.hk,HK,4,gallery,0,https://www.toastmasters.org.hk/
vppr@toastmasters.org.hk,toastmasters.org.hk,HK,4,gallery,0,https://www.toastmasters.org.hk/
cs@batteriesexpert.com.au,elaso.com.au,AU,4,property,0,https://elaso.com.au
feedback@innotrics.com.sg,innotrics.com.sg,SG,4,property,0,https://innotrics.com.sg
sunnycoastworkshop@bdsmechanical.com.au,bdsmechanical.com.au,AU,4,property,0,https://bdsmechanical.com.au
